hscode,hscode_desc,val_01,vol_01,val_02,vol_02,val_03,vol_03,val_04,vol_04,val_05,vol_05,val_06,vol_06,val_07,vol_07,val_08,vol_08,val_09,vol_09,val_10,vol_10,val_11,vol_11,val_12,vol_12,value,volume,share_val,share_weight
306172020,"Whiteleg shrimps headless with tail,","23,658,378","2,774,667","19,897,230","2,235,946","22,524,640","2,659,958","24,584,638","2,855,383","31,304,151","3,645,247","39,755,284","4,782,671","17,921,457","2,181,800","27,135,274","3,092,918","20,843,854","2,342,575","23,504,532","2,585,680","20,048,846","2,147,313","24,997,584","2,732,363","296,175,868","34,036,521",10.21,4.95
306172030,"Whiteleg shrimps headless without tail,","9,922,165","1,154,584","10,994,417","1,207,292","9,569,636","1,095,067","11,986,436","1,317,320","11,123,016","1,306,028","12,404,251","1,382,072","7,589,743","881,362","7,439,753","853,999","9,277,717","1,023,237","9,436,524","1,011,028","10,573,150","1,149,010","12,335,754","1,297,627","122,652,562","13,678,626",4.23,1.99
306172090,"Other whiteleg shrimps, frozen,","31,989,674","3,862,137","36,428,956","4,300,406","46,227,395","5,379,294","39,631,017","4,868,795","42,028,343","4,654,873","55,985,867","5,875,427","27,278,589","2,949,577","43,570,778","4,514,068","44,615,317","4,529,705","43,563,829","4,401,179","44,284,703","4,926,818","49,160,057","5,174,851","504,764,525","55,437,130",17.41,8.06
306173000,"Giant river prawns, frozen,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,0,0,0,0,0,0,0,0,90,30,0,0
306179000,"Other shrimps and prawns, frozzen,","4,169,734","643,305","4,014,918","413,569","4,952,976","609,807","5,863,118","763,657","5,036,914","745,438","5,687,316","827,124","5,155,643","688,360","5,105,874","632,870","5,467,905","615,729","5,666,123","607,576","4,947,149","541,386","5,780,281","690,988","61,847,951","7,779,809",2.13,1.13
306190000,"Other crustac,incl flours,meals&pellets","3,196,150","376,697","2,569,918","268,379","3,388,943","373,131","4,143,950","472,381","3,609,136","416,735","4,581,754","539,902","1,707,482","179,127","4,024,455","421,204","4,621,172","464,010","2,763,981","323,949","3,834,508","428,508","5,210,953","563,247","43,652,402","4,827,270",1.51,0.7
306211000,"Rock lobsters and other sea crawfish,",897,38,920,65,"8,848",692,808,103,920,28,"1,197",43,"1,113",36,879,22,"1,090",42,388,46,401,37,309,37,"17,770","1,189",0,0
306212000,"Rock lobsters and other sea crawfish,","1,096,915","118,401","956,660","104,189","834,728","54,966","769,226","48,619","765,780","53,992","721,745","57,389","792,669","72,294","933,218","72,463","817,308","77,985","1,003,835","89,433","801,158","83,460","1,784,903","183,946","11,278,145","1,017,137",0.39,0.15
306213000,"Rock lobsters and other sea crawfish,","14,114","9,030","8,364","5,346","10,112","5,790","20,889","10,476","15,241","7,070","22,684","13,433","19,601","12,042",372,150,"26,690","16,075","24,255","14,838","16,572","10,188","17,316","11,120","196,210","115,558",0.01,0.02
306219900,Oth rock lobsters & other sea crawfish,593,34,"5,353",260,"2,511",102,"3,814",170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,271",566,0,0
